crossover_type,crossover_rate,mutation_type,mutation_rate,mutation_std_dev,selection_type,selection_size,distance,case_study,CA_size,population_size,input_locations,input_order,input_percentage,steps,sort_rules,chromosome_evol,input_loc_evol,output_loc_evol,growth_rate_mean_fitness_training,growth_rate_mean_fitness_control,growth_rate_best_fitness_training,growth_rate_best_fitness_control
single_point,0.6759276765472987,bit_flip,0.9004521191846535,,roulette,,euclidean,number_divided_by_two,25,11,random,random,0.5127906823412736,17,low_average_low_std,yes,no,no,5.203070312050797e-05,0.00011437727309824511,3.6432044953513256e-05,-9.316636229462184e-05
single_point,0.5731088390231621,gaussian,,7.801157453367028,tournament,3,euclidean,number_divided_by_two,15,13,evenly_distributed,random,0.24246167978554,20,big_average_big_std,no,no,no,0.0007797453221560937,0.0010861121627398654,0.0,0.0
uniform,0.5737963946405102,bit_flip,0.6814170420035843,,tournament,6,hamming,number_plus_one,25,19,evenly_distributed,random,0.3016707825859779,28,big_average_low_std,yes,no,no,0.005046061087699073,0.004201748074273634,0.006066787808139337,0.004683604985618408
uniform,0.644865133160622,bit_flip,0.7634247795515868,,roulette,,euclidean,number_divided_by_two,10,9,evenly_distributed,ordered,0.18808016948496253,23,equal_behaviour,no,no,no,3.4079835000079614e-07,0.0011186993750557305,-0.0003627549850311254,0.0
single_point,0.9202093307841247,bit_flip,0.9471022708606852,,tournament,4,euclidean,number_divided_by_two,25,19,random,random,0.16027435816254454,18,big_average_low_std,no,no,no,0.0015670431530955544,0.0005228070840955011,0.0,-0.004256655394906262
uniform,0.8445532582165525,gaussian,,8.849060244185463,tournament,8,manhattan,number_divided_by_two,25,12,random,random,0.05781088693703529,21,big_average_low_std,no,no,no,0.0020575975748389538,0.000855803048065651,0.0,-0.00048387096774193467
none,0.8300793909254526,gaussian,,1.2700166896971417,tournament,2,hamming,number_plus_one,15,9,evenly_distributed,random,0.30628241211004703,19,equal_behaviour,no,no,no,0.0005837173579109059,-0.00020699252043833834,-0.0007355516637478101,-0.0018978102189781034
none,0.7585167992668728,bit_flip,0.9793890751954563,,tournament,3,manhattan,number_plus_one,25,18,random,random,0.7370223196871185,20,equal_behaviour,yes,no,no,-0.0002485996152609537,1.3846963667926518e-05,-0.0005995935590677636,-0.000664044038522521
none,0.3258614201780534,gaussian,,9.01584967137383,roulette,,hamming,number_divided_by_two,15,11,random,ordered,0.5427619498041504,13,random,no,no,no,-1.0318737432754277e-05,0.000169853560352441,-0.0007586547972304643,-0.0001520839961819921
uniform,0.7869732531758237,gaussian,,6.946364067808035,tournament,2,euclidean,number_divided_by_two,25,19,evenly_distributed,random,0.3282014711040261,14,equal_behaviour,no,no,no,0.0004427253432166552,0.0003319252153348784,-0.00015710182648770194,-0.00021430788897652874
none,0.7968545445551645,bit_flip,0.9754171954167884,,roulette,,manhattan,number_divided_by_two,15,16,evenly_distributed,random,0.2260777052973122,26,big_average_big_std,yes,no,no,0.00083398285268901,-0.000373310651167187,-0.0005376344086021504,-0.0011003236245954696
uniform,0.8960055512954525,gaussian,,8.777838336851744,tournament,8,euclidean,number_divided_by_two,20,19,random,random,0.7999513687627111,23,big_average_low_std,no,no,no,0.00020833870840847787,-4.39622889571019e-06,0.0,-0.00018361720970853037
none,0.6645563238777207,bit_flip,0.9953501845999819,,roulette,,hamming,number_plus_one,25,15,evenly_distributed,random,0.8911966740054552,26,big_average_big_std,yes,no,no,3.356920129455662e-05,0.0002521285827143738,-2.4345843814472914e-05,0.0001664624738318597
single_point,0.4926457642798918,bit_flip,0.9021575859081573,,tournament,8,euclidean,number_divided_by_two,20,10,random,random,0.22606305281085803,10,big_average_big_std,no,yes,yes,0.006971124802121783,0.00761682199098214,0.009354638546571415,0.0076307374444110326
uniform,0.023513556792790213,bit_flip,0.02753047144992904,,roulette,,manhattan,number_plus_one,10,10,evenly_distributed,random,0.5993260430508762,22,random,no,no,no,0.001201821434379573,0.00095835268617433,0.0,0.0
none,0.8902004836323483,bit_flip,0.9348072631603499,,tournament,8,hamming,number_plus_one,25,9,evenly_distributed,random,0.6148933174899717,15,big_average_low_std,no,no,yes,-2.7947934079584055e-05,0.00013278393280205734,-0.00024666800430819477,-8.988016647675846e-05
uniform,0.5920208647707886,gaussian,,6.280234641796364,tournament,2,manhattan,number_divided_by_two,20,13,random,random,0.21547043545475564,10,big_average_big_std,no,no,no,0.0017627816816089166,-0.0005991834774255544,0.0,-0.004294736842105262
none,0.5719130246061549,bit_flip,0.15911401189402397,,roulette,,hamming,number_plus_one,10,16,evenly_distributed,random,0.2511497751078815,21,different_behaviour,yes,no,no,0.0001638050128281042,-0.00044705882352941145,-0.001912045889101338,-0.0017253521126760546
uniform,0.9635963929742136,bit_flip,0.559320995199267,,roulette,,manhattan,number_divided_by_two,10,8,evenly_distributed,random,0.7985589168627155,20,different_behaviour,no,no,no,-0.0003794910953619522,-0.0003543393325819338,-0.0010019560232024827,-0.0012855952215585506
single_point,0.7876742790486092,bit_flip,0.37671970937875576,,tournament,9,hamming,number_divided_by_two,25,16,evenly_distributed,random,0.3760919832052051,19,equal_behaviour,no,no,no,0.00028575955791694063,5.467548694967402e-05,0.0,-0.00033582205148858396
none,0.013469951380572276,bit_flip,0.6443676042314685,,roulette,,hamming,number_divided_by_two,10,13,evenly_distributed,random,0.09265577133227909,27,equal_behaviour,no,no,no,-0.00031451036454610575,0.00011872890233965735,-0.0020871143375680574,-0.001105442176870748
uniform,0.3160585259043104,bit_flip,0.6013782232146319,,tournament,9,hamming,number_plus_one,20,16,evenly_distributed,random,0.2830792883485975,17,big_average_big_std,no,no,no,0.0021879532050662277,0.0010659104244083704,0.0,-0.0002329749103942663
none,0.9394412576231188,bit_flip,0.22461551516576772,,tournament,6,manhattan,number_divided_by_two,25,18,evenly_distributed,ordered,0.009540395487008024,12,random,no,no,no,0.0021705756929637533,0.0021612159508154712,0.0,0.0
uniform,0.07118352683687856,gaussian,,7.337181996644575,roulette,,hamming,number_divided_by_two,20,10,random,ordered,0.9227849599358979,16,different_behaviour,no,no,no,3.675662283751739e-05,-2.1584719568882854e-05,-6.677610770541158e-05,-0.00012972247587493465
none,0.4579120986633257,bit_flip,0.8807605937541065,,tournament,5,hamming,number_plus_one,15,14,random,random,0.3647051478590667,27,equal_behaviour,no,no,no,0.0023497267759562835,-0.0005764467462283291,0.0,-0.0016493055555555562
none,0.4014088871093049,gaussian,,6.64601980850976,tournament,4,manhattan,number_divided_by_two,25,15,random,ordered,0.3670980233643075,25,equal_behaviour,no,no,no,0.00030204970665500847,0.00036752838963122143,0.0,-1.4183822337498263e-06
uniform,0.6552806312696451,bit_flip,0.07924432378165114,,tournament,4,euclidean,number_divided_by_two,25,8,evenly_distributed,random,0.38742325654819165,24,big_average_low_std,no,yes,yes,0.0011278301789065853,0.0009651926323551754,0.0010378013222308786,0.0005515709033744229
none,0.4333038342600266,gaussian,,3.9038057251417104,tournament,5,manhattan,number_plus_one,10,10,evenly_distributed,ordered,0.025444703697924065,14,big_average_big_std,no,no,no,0.0014767255216693428,0.0008410929629064271,0.0,-0.0006951871657754014
none,0.10359808437923324,gaussian,,9.86682977884192,roulette,,manhattan,number_divided_by_two,10,19,evenly_distributed,ordered,0.628182432782519,24,equal_behaviour,no,no,no,0.0005024583349391874,0.0005198763323650066,-0.00032643312101910836,-0.0005528455284552852
single_point,0.11259455750462244,bit_flip,0.11632870299837927,,tournament,5,hamming,number_plus_one,15,8,evenly_distributed,ordered,0.46273314725910486,19,equal_behaviour,no,yes,no,0.0024776727763642977,0.0019527429681693114,0.002844961240310078,0.0003755458515283843
none,0.9455744645772738,bit_flip,0.6788218678749989,,roulette,,hamming,number_plus_one,25,14,evenly_distributed,ordered,0.26844782432659653,21,different_behaviour,no,no,no,0.00036101405099992607,-0.00010098145314773976,-0.001015820149875104,-0.0009429477020602206
single_point,0.7644363199944226,bit_flip,0.35375159101273457,,tournament,2,manhattan,number_plus_one,10,14,random,random,0.803420216924485,11,random,no,no,no,0.0006843797363032187,0.0005415182595775793,0.0,0.0
single_point,0.3115772321881627,gaussian,,4.990646897519339,tournament,5,euclidean,number_plus_one,10,14,evenly_distributed,random,0.47789389614088484,20,random,no,no,no,0.002076113024647718,0.0007209338769739013,0.0,-0.0005819489538716686
single_point,0.7035880296488624,bit_flip,0.03140754759552844,,tournament,2,manhattan,number_plus_one,25,14,random,random,0.3854008494545861,29,big_average_low_std,no,yes,no,0.0010414638963376446,0.0005272827385421704,0.0007089351849270912,-0.00020050188346020214
uniform,0.8128732819090105,gaussian,,3.3966462964816655,roulette,,manhattan,number_divided_by_two,10,18,evenly_distributed,ordered,0.5748842567518021,29,big_average_big_std,no,no,no,0.001058214747736094,0.0001964421212376699,-0.00017667844522968135,-0.0008571428571428576
none,0.5422182859376877,bit_flip,0.44600518582717374,,tournament,9,hamming,number_divided_by_two,15,18,random,random,0.2686830667777115,29,random,yes,no,no,-0.00046901321039099196,0.001083096590909091,-0.0016518650088809947,9.550305588173388e-19
none,0.9489720400519408,bit_flip,0.6997505805316302,,tournament,8,hamming,number_plus_one,20,18,evenly_distributed,ordered,0.256825478273933,18,different_behaviour,yes,no,no,-0.00022966765738989428,-0.0010114320621345673,-0.0037772925764192147,-0.0028860294117647057
none,0.04024817386613899,bit_flip,0.20851839879608858,,tournament,9,euclidean,number_plus_one,25,19,random,ordered,0.31780190709997647,23,big_average_low_std,no,no,yes,-0.00021256190276701498,-0.00018549346733111395,-0.002601220894998724,-0.0013959289215650361
single_point,0.7017751831309101,bit_flip,0.3799636740772685,,tournament,4,manhattan,number_divided_by_two,10,8,evenly_distributed,random,0.7237661122788475,26,big_average_low_std,no,no,yes,0.001733105631716028,0.0004699294043147018,0.0012610591305454784,-0.00026342991762556427
none,0.18007276442885467,bit_flip,0.8246675940907138,,tournament,2,euclidean,number_plus_one,15,18,random,random,0.6561374372601718,12,random,yes,no,no,-0.00014685896615991982,0.0004398548835623128,-0.0007401669735183607,-0.00018215773387522707
single_point,0.13040819527527803,gaussian,,2.3043664214962836,roulette,,manhattan,number_divided_by_two,25,8,random,random,0.2921982774385633,27,random,no,no,no,0.00014808991287884794,0.0004430326472533429,-0.0004279600570613413,0.0
none,0.4848935714360093,gaussian,,7.458846547642567,roulette,,hamming,number_divided_by_two,20,8,evenly_distributed,random,0.45889517233510224,14,big_average_big_std,no,no,no,9.465245648007198e-05,2.1304780450880027e-05,0.0,-0.0001304921218851944
none,0.24707756751285126,bit_flip,0.01312409510592849,,roulette,,manhattan,number_plus_one,25,19,evenly_distributed,ordered,0.16349889078442026,29,different_behaviour,yes,yes,yes,-0.0017119678496653327,-0.00018561359429047517,-0.006407296236435003,-0.004828973843058349
none,0.019304582171772777,bit_flip,0.04426274095929028,,tournament,9,manhattan,number_plus_one,10,17,random,random,0.22112242097852364,22,big_average_low_std,no,no,no,0.0012595595687828248,-0.0003845473833097598,0.0,-0.0011812297734627832
single_point,0.44481213428808963,bit_flip,0.12135025676755362,,tournament,3,hamming,number_divided_by_two,15,10,random,ordered,0.07485489090428876,10,big_average_big_std,no,no,no,0.0005731523378582206,7.368877329865623e-05,0.0,-0.00022321428571428652
single_point,0.5824707221615614,bit_flip,0.3683749180737469,,roulette,,euclidean,number_plus_one,20,11,random,ordered,0.30715363020490993,26,random,no,yes,no,-3.8070307088687195e-05,-0.0005684260383764571,-0.003042120363045748,-0.004132426438033698
none,0.5619448007760535,bit_flip,0.7422863732679625,,tournament,3,euclidean,number_plus_one,25,8,evenly_distributed,random,0.3831444543461998,19,big_average_big_std,no,no,no,0.0003788317099316485,0.00045911423472464206,0.0,0.0
none,0.29663527419474733,bit_flip,0.2745808128371239,,tournament,2,euclidean,number_divided_by_two,15,14,evenly_distributed,random,0.8754669378073234,17,big_average_big_std,yes,no,no,2.765962224272909e-05,3.727396517651833e-05,-0.00019901993785142137,-0.00010919838332985906
single_point,0.5155466469078404,gaussian,,4.296598100418294,roulette,,euclidean,number_divided_by_two,25,9,evenly_distributed,random,0.5230287750142592,26,equal_behaviour,no,no,no,-4.0551088121048936e-05,-7.238831666814885e-06,-0.00015408885305626506,-0.00014209337782952584
none,0.4047146705256648,gaussian,,5.709079550312097,roulette,,euclidean,number_plus_one,25,9,evenly_distributed,ordered,0.9493592080147968,12,different_behaviour,no,no,no,0.00013243943669809163,0.00010251275879760377,-3.0595605557412115e-06,0.0
single_point,0.9704638437913768,gaussian,,6.837213936091812,roulette,,manhattan,number_divided_by_two,25,13,evenly_distributed,ordered,0.39337309610141613,21,different_behaviour,no,no,no,0.00016357321727852002,-3.5794103281762676e-05,-0.0006823747435303464,-0.0011173184357541896
uniform,0.39964244050591835,bit_flip,0.9248786931548074,,tournament,5,hamming,number_divided_by_two,15,13,evenly_distributed,ordered,0.26080142161048847,17,low_average_low_std,no,no,no,0.001259005145797599,0.0012188397472716833,0.0,0.0
none,0.31476301322875855,bit_flip,0.038024276318493255,,roulette,,hamming,number_divided_by_two,10,10,evenly_distributed,random,0.12189646192475145,11,different_behaviour,yes,no,no,0.0010644301614673155,-0.00010498687664042063,-0.0037349397590361426,-0.0020784313725490194
uniform,0.164187643452121,bit_flip,0.10736984425015761,,roulette,,manhattan,number_plus_one,20,12,random,ordered,0.30432884595520227,14,big_average_low_std,yes,no,no,-0.0004056366121862936,-0.001179729120835432,-0.0010861507357070649,-0.002331812331812331
uniform,0.6295207313254898,bit_flip,0.7305314923032185,,tournament,9,hamming,number_plus_one,10,15,random,ordered,0.11040198309399141,20,big_average_low_std,no,no,no,0.0011320374660086627,-0.0007042400250026047,0.0,-0.0028277153558052435
none,0.6027496133670242,bit_flip,0.04542709982775239,,roulette,,hamming,number_divided_by_two,10,11,random,random,0.20749872136801273,17,random,no,no,no,-0.0005685048322910749,-0.001261425959780622,-0.004142259414225939,-0.0037358490566037727
none,0.256242403841193,gaussian,,3.87524090350769,roulette,,hamming,number_divided_by_two,25,10,random,ordered,0.7655355867254686,24,different_behaviour,no,no,no,-4.045005470043996e-05,2.729750414965268e-05,-7.544413273224748e-05,-7.044432483440642e-05
single_point,0.27079471126401944,bit_flip,0.6520484895438552,,roulette,,euclidean,number_divided_by_two,25,15,random,ordered,0.8746973109030726,10,different_behaviour,no,no,no,-7.366827216333114e-05,-9.141330332590477e-05,-0.00023686150593611502,-0.00032346515418297216
uniform,0.8096086836988972,gaussian,,6.451410102288817,tournament,4,manhattan,number_divided_by_two,15,8,random,random,0.5895642019757309,22,big_average_low_std,no,no,no,0.00042522364178370253,0.00036482147075159134,0.0,0.0
